user_id,name,email,phone,aadhaar,age,gender,category,state,occupation,annual_income,disability,is_minority
U00998,Vijay Kumar,user998@example.com,9292858483,4949-3171-8750,39,Male,SC,Kerala,Senior Citizen,458791,No,Yes
U00999,Arun Iyer,user999@example.com,9810799956,7147-8235-3328,47,Male,OBC,Maharashtra,Government Employee,223427,Yes,Yes
U01000,Anita Kumar,user1000@example.com,9489343896,4412-4298-8375,58,Male,SC,Kerala,Unemployed,80634,Yes,Yes
U01001,Ravi Das,user1001@example.com,9126074710,1548-6396-5016,40,Male,OBC,Tamil Nadu,Senior Citizen,246251,Yes,No
U01002,Suresh Nair,user1002@example.com,9824548615,9104-9767-6038,51,Female,OBC,Karnataka,Senior Citizen,77796,Yes,No
U01003,Vijay Iyer,user1003@example.com,9272171709,4425-3784-1286,73,Female,SC,Maharashtra,Farmer,265497,Yes,No
U01004,Rahul Nair,user1004@example.com,9530157606,9617-4457-8110,24,Male,SC,Kerala,Private Employee,398705,Yes,No
U01005,Anita Nair,user1005@example.com,9947894129,7423-9594-3461,78,Female,General,Telangana,Farmer,529377,Yes,Yes
U01006,Rahul Patel,user1006@example.com,9976706196,7711-6312-1017,29,Male,OBC,Maharashtra,Private Employee,580661,Yes,No
U01007,Arun Nair,user1007@example.com,9355006777,9274-9045-2671,45,Male,SC,Andhra Pradesh,Farmer,332617,Yes,No
U01008,Lakshmi Rao,user1008@example.com,9207170236,4776-4160-8196,68,Female,SC,Tamil Nadu,Private Employee,107648,Yes,No
U01009,Arun Rao,user1009@example.com,9944354514,6904-6274-8615,20,Male,OBC,Tamil Nadu,Private Employee,52784,Yes,Yes
U01010,Ravi Rao,user1010@example.com,9350431210,7216-6519-2110,47,Female,SC,Tamil Nadu,Student,286824,No,No
U01011,Suresh Singh,user1011@example.com,9490955663,7363-3850-7775,37,Female,SC,Andhra Pradesh,Student,497758,No,Yes
U01012,Rahul Patel,user1012@example.com,9585830168,5648-6931-5977,35,Female,SC,Maharashtra,Student,263252,No,No
U01013,Anita Patel,user1013@example.com,9266389917,4005-1101-2259,56,Female,OBC,Andhra Pradesh,Senior Citizen,229017,No,No
U01014,Priya Singh,user1014@example.com,9232473821,6939-2658-2605,51,Female,General,Karnataka,Farmer,595321,Yes,Yes
U01015,Priya Das,user1015@example.com,9304165160,8949-9727-8777,77,Female,SC,Maharashtra,Senior Citizen,294426,No,No
U01016,Anita Singh,user1016@example.com,9329845838,4426-4312-4209,38,Male,ST,Telangana,Farmer,180556,Yes,Yes
U01017,Vijay Sharma,user1017@example.com,9561663143,6860-1284-3183,71,Male,General,Kerala,Government Employee,107236,No,Yes
U01018,Lakshmi Singh,user1018@example.com,9957871360,7853-8010-1566,41,Male,OBC,Tamil Nadu,Government Employee,364973,No,No
U01019,Vijay Nair,user1019@example.com,9768650151,1992-1445-2892,25,Female,SC,Telangana,Farmer,495437,No,No
U01020,Arun Patel,user1020@example.com,9869995382,4896-5217-9467,38,Male,ST,Maharashtra,Senior Citizen,229329,No,Yes
U01021,Priya Nair,user1021@example.com,9281654080,6047-1173-1103,34,Female,General,Karnataka,Senior Citizen,242575,Yes,Yes
U01022,Priya Rao,user1022@example.com,9352373171,1052-4855-4597,72,Female,SC,Kerala,Government Employee,574651,Yes,No
U01023,Anita Patel,user1023@example.com,9196881884,5014-8076-8810,45,Male,ST,Karnataka,Farmer,183184,Yes,Yes
U01024,Lakshmi Kumar,user1024@example.com,9576985659,7743-1030-8216,65,Male,General,Andhra Pradesh,Private Employee,117494,Yes,Yes
U01025,Rahul Iyer,user1025@example.com,9253411862,5740-7748-4864,32,Female,General,Kerala,Senior Citizen,492710,Yes,No
U01026,Karthik Rao,user1026@example.com,9687249659,8515-2638-7086,24,Male,SC,Maharashtra,Senior Citizen,137300,Yes,Yes
U01027,Anita Das,user1027@example.com,9982873553,9361-2135-1626,67,Male,OBC,Tamil Nadu,Student,248250,Yes,No
U01028,Arun Iyer,user1028@example.com,9268740900,7656-5446-8103,75,Male,General,Maharashtra,Private Employee,486817,No,No
U01029,Ravi Nair,user1029@example.com,9679797795,3052-2580-5173,48,Male,OBC,Kerala,Farmer,80423,Yes,Yes
U01030,Suresh Nair,user1030@example.com,9825075726,4113-4642-8770,65,Female,SC,Maharashtra,Senior Citizen,202366,No,Yes
U01031,Priya Rao,user1031@example.com,9169535445,8934-7005-7973,27,Male,ST,Andhra Pradesh,Farmer,255591,Yes,No
U01032,Vijay Sharma,user1032@example.com,9568835826,7167-4122-2433,23,Female,ST,Kerala,Senior Citizen,181463,No,No
U01033,Arun Patel,user1033@example.com,9810678314,4870-1512-4819,67,Male,General,Karnataka,Farmer,93079,Yes,No
U01034,Deepa Kumar,user1034@example.com,9772403797,4985-8784-7638,21,Female,ST,Karnataka,Government Employee,388169,No,No
U01035,Rahul Nair,user1035@example.com,9324812630,3199-9318-5248,18,Male,SC,Maharashtra,Private Employee,148226,No,No
U01036,Vijay Nair,user1036@example.com,9931694418,1094-4898-7644,77,Female,General,Karnataka,Unemployed,74179,Yes,Yes
U01037,Anita Rao,user1037@example.com,9976688256,5289-9387-9545,73,Male,General,Andhra Pradesh,Farmer,445681,No,No
U01038,Suresh Rao,user1038@example.com,9335345064,1481-7583-4955,37,Male,OBC,Maharashtra,Government Employee,593174,Yes,No
U01039,Ravi Nair,user1039@example.com,9875487963,8219-6601-2123,72,Female,OBC,Kerala,Private Employee,560636,Yes,No
U01040,Ravi Rao,user1040@example.com,9514742742,1068-5632-6293,69,Female,OBC,Kerala,Farmer,165670,No,No
U01041,Ravi Das,user1041@example.com,9518449599,7567-8280-2648,70,Female,General,Tamil Nadu,Farmer,437048,No,Yes
U01042,Suresh Rao,user1042@example.com,9881471994,6561-7678-8265,68,Male,SC,Maharashtra,Senior Citizen,307936,Yes,No
U01043,Vijay Nair,user1043@example.com,9399665042,3937-7992-7809,19,Female,OBC,Kerala,Senior Citizen,210211,Yes,Yes
U01044,Suresh Iyer,user1044@example.com,9650347855,9304-9885-7539,40,Male,General,Tamil Nadu,Student,533861,Yes,Yes
U01045,Ravi Patel,user1045@example.com,9648117905,3473-1883-6396,59,Female,ST,Kerala,Private Employee,390751,No,No
U01046,Rahul Das,user1046@example.com,9620172369,1330-3097-5761,59,Male,SC,Telangana,Student,459942,Yes,No
U01047,Rahul Sharma,user1047@example.com,9611566406,9105-8460-1907,43,Male,General,Tamil Nadu,Senior Citizen,450702,Yes,Yes
U01048,Arun Iyer,user1048@example.com,9660684656,1746-8129-4106,31,Male,OBC,Tamil Nadu,Unemployed,369161,No,No
U01049,Suresh Patel,user1049@example.com,9247836557,1568-1898-6964,53,Female,SC,Kerala,Student,572977,No,No
U01050,Anita Sharma,user1050@example.com,9942790350,6201-5806-8228,39,Male,OBC,Tamil Nadu,Unemployed,516953,Yes,Yes
U01051,Priya Patel,user1051@example.com,9723508595,1266-2697-3048,78,Female,SC,Maharashtra,Government Employee,477995,Yes,Yes
U01052,Ravi Iyer,user1052@example.com,9458864790,9673-5621-4344,66,Female,SC,Maharashtra,Private Employee,597231,Yes,Yes
U01053,Suresh Kumar,user1053@example.com,9407118446,9794-5234-3106,58,Male,SC,Telangana,Private Employee,404304,Yes,No
U01054,Rahul Das,user1054@example.com,9285352565,8745-2198-2926,71,Female,SC,Telangana,Student,249228,No,Yes
U01055,Arun Rao,user1055@example.com,9828607827,6412-3719-7595,78,Male,SC,Andhra Pradesh,Senior Citizen,348637,No,No
U01056,Ravi Singh,user1056@example.com,9382115877,7360-3748-4252,62,Female,SC,Telangana,Unemployed,535751,Yes,No
U01057,Deepa Das,user1057@example.com,9596349176,1411-6001-5047,58,Female,ST,Karnataka,Private Employee,432208,No,Yes
U01058,Anita Das,user1058@example.com,9332244670,6762-8116-5385,30,Female,OBC,Andhra Pradesh,Student,383418,No,No
U01059,Karthik Das,user1059@example.com,9211339638,9210-9958-2618,72,Female,OBC,Tamil Nadu,Unemployed,553134,No,Yes
U01060,Vijay Singh,user1060@example.com,9333898083,2797-8811-2960,45,Female,General,Andhra Pradesh,Student,84410,Yes,No
U01061,Rahul Kumar,user1061@example.com,9420564199,1830-4487-6460,41,Female,General,Kerala,Private Employee,544410,Yes,No
U01062,Lakshmi Singh,user1062@example.com,9213341016,8077-3451-7594,37,Female,General,Tamil Nadu,Unemployed,515862,Yes,Yes
U01063,Karthik Sharma,user1063@example.com,9356738793,5306-6760-1542,56,Female,ST,Kerala,Farmer,162942,No,Yes
U01064,Rahul Singh,user1064@example.com,9309338341,3105-2971-1452,78,Male,General,Tamil Nadu,Farmer,451141,No,Yes
U01065,Karthik Iyer,user1065@example.com,9905283175,4391-8937-8430,45,Female,SC,Karnataka,Senior Citizen,533737,No,Yes
U01066,Ravi Sharma,user1066@example.com,9283992162,5058-7488-3300,71,Female,General,Telangana,Government Employee,356660,Yes,Yes
U01067,Vijay Patel,user1067@example.com,9357287458,8848-5464-8322,80,Female,ST,Andhra Pradesh,Unemployed,385992,No,Yes
U01068,Deepa Iyer,user1068@example.com,9800284092,2438-2334-5063,34,Female,SC,Karnataka,Student,486198,Yes,Yes
U01069,Priya Patel,user1069@example.com,9942691696,4566-1856-9593,77,Male,OBC,Karnataka,Government Employee,435065,Yes,Yes
U01070,Priya Sharma,user1070@example.com,9718706944,8662-9248-9219,71,Male,General,Karnataka,Farmer,578416,Yes,No
U01071,Karthik Patel,user1071@example.com,9722079494,9386-8850-9612,37,Female,ST,Telangana,Farmer,335521,No,Yes
U01072,Priya Patel,user1072@example.com,9783777362,9200-2769-4151,42,Male,SC,Kerala,Senior Citizen,359774,No,Yes
U01073,Rahul Singh,user1073@example.com,9355477647,6561-4154-9056,72,Male,ST,Kerala,Private Employee,57492,Yes,Yes
U01074,Lakshmi Singh,user1074@example.com,9783269324,1889-5352-7029,43,Female,SC,Maharashtra,Student,358316,No,Yes
U01075,Anita Singh,user1075@example.com,9520143447,5278-9522-3319,18,Male,General,Maharashtra,Government Employee,544620,Yes,No
U01076,Deepa Rao,user1076@example.com,9824454679,5109-8728-7826,18,Female,OBC,Kerala,Student,327181,Yes,No
U01077,Vijay Sharma,user1077@example.com,9685016369,2379-5467-3575,60,Female,OBC,Maharashtra,Private Employee,68156,Yes,Yes
U01078,Deepa Iyer,user1078@example.com,9333325958,2449-7742-1210,75,Male,SC,Kerala,Senior Citizen,165604,No,Yes
U01079,Karthik Nair,user1079@example.com,9309286153,9312-9309-1112,55,Female,SC,Maharashtra,Unemployed,341406,Yes,Yes
U01080,Ravi Nair,user1080@example.com,9748949337,8522-4504-3226,63,Female,SC,Maharashtra,Private Employee,90046,Yes,Yes
U01081,Deepa Kumar,user1081@example.com,9740718584,1729-5830-4517,24,Male,OBC,Andhra Pradesh,Farmer,342812,Yes,No
U01082,Vijay Kumar,user1082@example.com,9838311205,9669-8268-9073,18,Female,ST,Kerala,Student,68818,No,Yes
U01083,Ravi Singh,user1083@example.com,9283157857,8630-7520-2849,66,Male,ST,Kerala,Senior Citizen,146715,Yes,Yes
U01084,Ravi Iyer,user1084@example.com,9474200594,9878-9653-9131,67,Male,ST,Andhra Pradesh,Government Employee,489660,Yes,Yes
U01085,Priya Kumar,user1085@example.com,9744688634,3365-4762-7579,47,Female,OBC,Andhra Pradesh,Unemployed,485951,Yes,No
U01086,Vijay Rao,user1086@example.com,9337125642,1483-5564-9806,28,Female,General,Tamil Nadu,Senior Citizen,286050,Yes,No
U01087,Rahul Sharma,user1087@example.com,9218163289,2374-5662-5555,55,Male,OBC,Kerala,Government Employee,124687,No,Yes
U01088,Priya Patel,user1088@example.com,9374832731,2427-1210-9658,59,Male,SC,Karnataka,Private Employee,223910,Yes,Yes
U01089,Vijay Singh,user1089@example.com,9879627351,3948-9142-5879,46,Female,General,Karnataka,Farmer,311334,No,Yes
U01090,Karthik Patel,user1090@example.com,9554580088,8488-7430-4500,68,Female,SC,Maharashtra,Farmer,541130,Yes,Yes
U01091,Karthik Sharma,user1091@example.com,9635519943,3832-3495-1618,39,Female,ST,Andhra Pradesh,Senior Citizen,390056,Yes,No
U01092,Priya Patel,user1092@example.com,9735167072,8224-9971-1857,57,Female,SC,Andhra Pradesh,Unemployed,150061,Yes,No
U01093,Rahul Kumar,user1093@example.com,9296673213,6916-1797-1194,23,Male,General,Maharashtra,Senior Citizen,422303,No,No
U01094,Suresh Patel,user1094@example.com,9730795004,6896-5340-9041,46,Female,General,Kerala,Private Employee,95217,Yes,No
U01095,Anita Rao,user1095@example.com,9494603445,8307-4590-2788,51,Male,General,Andhra Pradesh,Private Employee,470929,No,No
U01096,Suresh Iyer,user1096@example.com,9230804196,7158-6418-8253,50,Female,ST,Andhra Pradesh,Senior Citizen,286245,Yes,No
U01097,Suresh Nair,user1097@example.com,9686323992,7822-2915-4687,34,Female,General,Karnataka,Farmer,288394,No,Yes
U01098,Arun Das,user1098@example.com,9162137551,1282-4976-1984,44,Male,OBC,Kerala,Government Employee,131323,No,No
U01099,Ravi Nair,user1099@example.com,9448521246,3720-7458-8411,61,Female,General,Karnataka,Senior Citizen,366186,Yes,No
U01100,Suresh Sharma,user1100@example.com,9245892514,8280-4581-5324,49,Female,SC,Andhra Pradesh,Student,473987,No,No
U01101,Vijay Singh,user1101@example.com,9589549930,7910-8596-3601,24,Female,ST,Kerala,Government Employee,57470,Yes,Yes
U01102,Ravi Sharma,user1102@example.com,9581855685,3899-3502-6513,56,Male,ST,Karnataka,Student,92241,No,No
U01103,Arun Sharma,user1103@example.com,9288582296,7893-4563-4166,31,Male,General,Andhra Pradesh,Senior Citizen,422859,Yes,No
U01104,Anita Singh,user1104@example.com,9985079329,3637-2654-7948,58,Male,ST,Kerala,Government Employee,486754,Yes,Yes
U01105,Vijay Rao,user1105@example.com,9700918059,9881-7964-7023,22,Female,General,Telangana,Farmer,169393,No,Yes
U01106,Karthik Iyer,user1106@example.com,9934565644,8686-9939-1243,35,Male,ST,Karnataka,Unemployed,414759,Yes,No
U01107,Priya Iyer,user1107@example.com,9544028305,8528-7755-4095,61,Female,ST,Maharashtra,Private Employee,322765,Yes,Yes
U01108,Rahul Iyer,user1108@example.com,9576333249,6780-4923-5564,24,Female,ST,Maharashtra,Private Employee,289776,No,No
U01109,Rahul Das,user1109@example.com,9239376947,8483-6477-8001,75,Male,ST,Telangana,Farmer,461021,No,No
U01110,Karthik Nair,user1110@example.com,9507387076,5031-9826-7616,62,Male,General,Karnataka,Farmer,272068,No,Yes
U01111,Vijay Nair,user1111@example.com,9148866284,5838-6247-7746,51,Female,SC,Telangana,Government Employee,426868,No,Yes
U01112,Arun Kumar,user1112@example.com,9737025944,7764-5484-9582,36,Male,SC,Karnataka,Student,255219,Yes,No
U01113,Priya Kumar,user1113@example.com,9125974180,8340-1400-2469,18,Female,SC,Telangana,Unemployed,208231,No,Yes
U01114,Lakshmi Das,user1114@example.com,9384193879,9405-5558-6100,53,Female,ST,Kerala,Student,395092,Yes,Yes
U01115,Suresh Nair,user1115@example.com,9518124638,7404-9426-2179,34,Female,OBC,Telangana,Unemployed,139925,No,Yes
U01116,Priya Rao,user1116@example.com,9876201267,1192-9084-8825,45,Female,OBC,Tamil Nadu,Government Employee,174441,Yes,No
U01117,Suresh Sharma,user1117@example.com,9933983064,3056-5579-6918,23,Female,ST,Telangana,Senior Citizen,588261,Yes,No
U01118,Vijay Das,user1118@example.com,9600237045,3650-4424-1760,54,Male,SC,Tamil Nadu,Government Employee,535626,No,No
U01119,Lakshmi Kumar,user1119@example.com,9364315257,6198-6296-3296,80,Male,OBC,Kerala,Farmer,234763,Yes,No
U01120,Priya Kumar,user1120@example.com,9998054025,8047-5058-7398,32,Male,General,Kerala,Senior Citizen,247861,No,Yes
U01121,Karthik Kumar,user1121@example.com,9976704676,7213-1066-5577,53,Female,ST,Andhra Pradesh,Student,496331,No,No
U01122,Priya Rao,user1122@example.com,9162197419,4682-1586-5506,60,Female,SC,Kerala,Government Employee,468890,No,No
U01123,Vijay Iyer,user1123@example.com,9375241358,7052-1328-3054,67,Female,OBC,Andhra Pradesh,Private Employee,514988,No,No
U01124,Suresh Kumar,user1124@example.com,9218135221,7736-3517-6117,24,Female,SC,Tamil Nadu,Government Employee,373877,Yes,Yes
U01125,Karthik Iyer,user1125@example.com,9923862055,8852-2349-7024,52,Female,ST,Telangana,Farmer,180077,No,No
U01126,Arun Nair,user1126@example.com,9334912998,9479-4981-8107,60,Male,General,Maharashtra,Farmer,335707,Yes,No
U01127,Vijay Kumar,user1127@example.com,9695277437,9203-4559-2567,46,Male,ST,Maharashtra,Private Employee,584070,No,No
U01128,Karthik Das,user1128@example.com,9760629139,2817-5866-5775,47,Female,SC,Telangana,Student,595559,Yes,Yes
U01129,Arun Sharma,user1129@example.com,9155381685,9724-8979-4805,68,Female,General,Kerala,Farmer,428177,Yes,Yes
U01130,Ravi Nair,user1130@example.com,9936913819,9272-1101-4885,48,Male,OBC,Karnataka,Private Employee,99727,No,No
U01131,Arun Singh,user1131@example.com,9696651475,6007-6162-9680,62,Male,SC,Maharashtra,Farmer,490518,No,Yes
U01132,Rahul Singh,user1132@example.com,9940760231,4353-6679-5050,63,Female,General,Telangana,Student,185275,No,Yes
U01133,Suresh Singh,user1133@example.com,9181243813,5928-9166-5145,43,Male,SC,Tamil Nadu,Private Employee,415773,Yes,No
U01134,Rahul Nair,user1134@example.com,9307241320,4712-1273-9390,53,Female,General,Tamil Nadu,Senior Citizen,324006,No,No
U01135,Vijay Iyer,user1135@example.com,9183729944,2941-2193-4417,21,Female,General,Karnataka,Senior Citizen,460053,No,Yes
U01136,Vijay Patel,user1136@example.com,9258201540,7518-4652-4144,49,Female,General,Telangana,Senior Citizen,512588,Yes,No
U01137,Priya Kumar,user1137@example.com,9964078305,8734-1020-8698,71,Female,OBC,Tamil Nadu,Private Employee,118771,No,Yes
U01138,Anita Iyer,user1138@example.com,9900317071,5984-3548-2597,36,Male,ST,Telangana,Student,315619,Yes,No
U01139,Rahul Nair,user1139@example.com,9104460955,3741-2749-7222,21,Male,OBC,Andhra Pradesh,Senior Citizen,424075,No,Yes
U01140,Vijay Rao,user1140@example.com,9119239432,3638-3592-8168,36,Female,OBC,Maharashtra,Senior Citizen,169887,Yes,No
U01141,Ravi Patel,user1141@example.com,9793903207,4359-1177-4326,59,Female,ST,Andhra Pradesh,Farmer,271573,Yes,No
U01142,Deepa Sharma,user1142@example.com,9943630958,6012-6904-8387,49,Female,OBC,Andhra Pradesh,Senior Citizen,87945,No,No
U01143,Karthik Iyer,user1143@example.com,9960303512,4316-5408-4033,67,Female,OBC,Kerala,Farmer,149694,No,No
U01144,Lakshmi Iyer,user1144@example.com,9656710806,1252-3467-8602,62,Male,ST,Kerala,Student,157708,No,Yes
U01145,Suresh Patel,user1145@example.com,9465841450,5812-9281-5274,44,Female,ST,Andhra Pradesh,Senior Citizen,153180,No,Yes
U01146,Arun Iyer,user1146@example.com,9738863274,1781-3296-3508,47,Male,ST,Karnataka,Private Employee,524368,No,No
U01147,Vijay Patel,user1147@example.com,9654868912,9854-3036-6523,48,Male,SC,Karnataka,Unemployed,331216,Yes,Yes
U01148,Arun Rao,user1148@example.com,9310365051,5315-7534-3104,67,Male,General,Maharashtra,Private Employee,598819,No,Yes
U01149,Ravi Singh,user1149@example.com,9606036906,7495-7566-4567,35,Male,ST,Maharashtra,Unemployed,493011,No,No
U01150,Priya Sharma,user1150@example.com,9660110403,2370-5498-4747,26,Male,General,Kerala,Farmer,341995,No,No
U01151,Rahul Iyer,user1151@example.com,9944188273,9727-4751-2014,33,Female,ST,Kerala,Senior Citizen,297804,No,Yes
U01152,Priya Sharma,user1152@example.com,9253269999,3028-4228-7727,18,Female,General,Telangana,Private Employee,524417,Yes,No
U01153,Lakshmi Nair,user1153@example.com,9745733537,6375-4715-1800,71,Male,ST,Maharashtra,Farmer,587487,No,Yes
U01154,Ravi Iyer,user1154@example.com,9174541215,8796-6621-9152,29,Male,SC,Telangana,Student,421316,No,No
U01155,Ravi Sharma,user1155@example.com,9688248239,1619-4770-3820,53,Male,General,Maharashtra,Unemployed,291969,No,Yes
U01156,Rahul Iyer,user1156@example.com,9569501397,1245-3831-5309,28,Female,SC,Maharashtra,Private Employee,198140,No,No
U01157,Priya Das,user1157@example.com,9258193773,3868-7127-7574,32,Female,OBC,Maharashtra,Unemployed,298186,No,Yes
U01158,Karthik Kumar,user1158@example.com,9597984375,5024-2702-3593,54,Female,OBC,Tamil Nadu,Farmer,98047,No,No
U01159,Karthik Iyer,user1159@example.com,9699779835,2154-5547-6498,78,Male,General,Andhra Pradesh,Unemployed,228504,Yes,Yes
U01160,Vijay Rao,user1160@example.com,9838016562,8728-6510-4545,56,Male,ST,Kerala,Unemployed,235539,Yes,No
U01161,Suresh Patel,user1161@example.com,9664728167,3415-5253-7067,63,Female,OBC,Telangana,Senior Citizen,217670,No,No
U01162,Suresh Nair,user1162@example.com,9455674821,4118-3070-2879,70,Male,General,Andhra Pradesh,Senior Citizen,306501,No,Yes
U01163,Rahul Iyer,user1163@example.com,9984283931,5956-8545-1781,24,Female,SC,Maharashtra,Private Employee,121731,Yes,Yes
U01164,Anita Sharma,user1164@example.com,9137980558,7479-7535-6705,39,Male,ST,Andhra Pradesh,Private Employee,303119,Yes,No
U01165,Ravi Singh,user1165@example.com,9582565837,7654-7872-2302,59,Male,General,Kerala,Unemployed,513428,No,No
U01166,Arun Iyer,user1166@example.com,9489899308,7817-1137-4405,43,Female,OBC,Tamil Nadu,Private Employee,517861,Yes,Yes
U01167,Ravi Nair,user1167@example.com,9856762884,2880-3147-9079,52,Male,General,Karnataka,Student,105691,Yes,No
U01168,Vijay Kumar,user1168@example.com,9605605841,2313-8668-5193,62,Male,SC,Telangana,Senior Citizen,507259,No,Yes
U01169,Vijay Sharma,user1169@example.com,9843688445,5271-4261-8797,35,Male,ST,Andhra Pradesh,Private Employee,75165,Yes,Yes
U01170,Ravi Rao,user1170@example.com,9334550901,7112-9165-2806,72,Female,SC,Karnataka,Unemployed,58131,Yes,No
U01171,Vijay Kumar,user1171@example.com,9245477266,1340-7496-9633,48,Female,SC,Andhra Pradesh,Private Employee,562514,No,No
U01172,Rahul Das,user1172@example.com,9606374211,8317-2410-7528,55,Male,ST,Telangana,Private Employee,581527,No,No
U01173,Suresh Kumar,user1173@example.com,9592017748,4346-1742-9030,31,Male,General,Karnataka,Farmer,521168,Yes,No
U01174,Lakshmi Patel,user1174@example.com,9907525163,6812-4890-5605,19,Male,General,Tamil Nadu,Farmer,564513,Yes,No
U01175,Ravi Das,user1175@example.com,9359569380,1972-3208-6147,74,Female,ST,Karnataka,Government Employee,207635,Yes,No
U01176,Ravi Rao,user1176@example.com,9168932733,5942-1041-8863,44,Female,ST,Karnataka,Unemployed,519889,No,Yes
U01177,Anita Rao,user1177@example.com,9636516314,2286-3259-9333,59,Female,ST,Telangana,Student,366012,Yes,Yes
U01178,Ravi Patel,user1178@example.com,9668940360,2890-4959-7280,49,Male,General,Telangana,Student,257564,No,Yes
U01179,Priya Singh,user1179@example.com,9582370658,2692-5279-5458,52,Male,ST,Kerala,Unemployed,337167,Yes,Yes
U01180,Priya Nair,user1180@example.com,9448620150,9823-6224-7920,51,Female,SC,Kerala,Government Employee,142492,No,Yes
U01181,Lakshmi Das,user1181@example.com,9294715886,9434-4760-8326,31,Female,SC,Telangana,Senior Citizen,171683,Yes,Yes
U01182,Vijay Iyer,user1182@example.com,9568652054,8132-7204-2120,42,Female,General,Andhra Pradesh,Unemployed,368456,No,Yes
U01183,Arun Das,user1183@example.com,9138132445,4293-1945-6468,46,Male,OBC,Telangana,Senior Citizen,203590,Yes,Yes
U01184,Vijay Rao,user1184@example.com,9994222075,7815-4371-1886,24,Male,SC,Telangana,Unemployed,248438,No,Yes
U01185,Anita Iyer,user1185@example.com,9976488162,6648-1651-5997,48,Male,General,Andhra Pradesh,Farmer,236193,No,Yes
U01186,Anita Patel,user1186@example.com,9306303732,3099-3560-1384,37,Female,ST,Tamil Nadu,Farmer,331248,Yes,No
U01187,Karthik Patel,user1187@example.com,9739644307,6000-1579-7033,62,Female,SC,Andhra Pradesh,Unemployed,297213,No,No
U01188,Rahul Iyer,user1188@example.com,9857097996,6684-2306-4339,66,Female,SC,Maharashtra,Student,258332,Yes,No
U01189,Vijay Sharma,user1189@example.com,9805934685,5541-6009-9057,59,Male,ST,Telangana,Unemployed,322308,Yes,No
U01190,Rahul Iyer,user1190@example.com,9490192478,8451-3795-2779,65,Male,ST,Telangana,Student,128171,No,Yes
U01191,Priya Patel,user1191@example.com,9304136467,4548-2493-5272,53,Female,ST,Telangana,Student,569473,No,No
U01192,Ravi Sharma,user1192@example.com,9532849789,7785-6755-2066,69,Female,General,Kerala,Senior Citizen,593982,No,Yes
U01193,Suresh Patel,user1193@example.com,9601913404,1363-5393-5940,77,Male,General,Telangana,Student,488697,Yes,Yes
U01194,Anita Kumar,user1194@example.com,9480464504,5653-8416-5262,46,Female,OBC,Telangana,Government Employee,291531,No,Yes
U01195,Deepa Das,user1195@example.com,9236145616,7515-1791-2371,68,Male,ST,Tamil Nadu,Senior Citizen,353398,No,Yes
U01196,Arun Patel,user1196@example.com,9743365525,4396-3025-5919,70,Male,General,Kerala,Private Employee,223339,Yes,No
U01197,Anita Patel,user1197@example.com,9136481289,4615-7914-9820,72,Female,OBC,Tamil Nadu,Government Employee,194689,Yes,Yes
U01198,Anita Nair,user1198@example.com,9288720552,9557-6811-9274,27,Female,OBC,Karnataka,Government Employee,536717,No,No
U01199,Arun Patel,user1199@example.com,9446055924,7751-8967-7200,24,Female,OBC,Andhra Pradesh,Farmer,398799,No,Yes
U01200,Deepa Das,user1200@example.com,9238435491,1848-5721-2179,59,Female,General,Kerala,Unemployed,164446,Yes,Yes
U01201,Arun Nair,user1201@example.com,9552242373,1073-5226-3288,50,Male,OBC,Tamil Nadu,Student,285627,Yes,No
U01202,Arun Das,user1202@example.com,9354091725,6066-5778-3915,59,Female,General,Kerala,Government Employee,76106,No,Yes
U01203,Anita Nair,user1203@example.com,9110195918,5655-7888-8629,64,Male,SC,Andhra Pradesh,Farmer,387307,No,No
U01204,Lakshmi Singh,user1204@example.com,9950664186,9311-9704-6998,74,Male,SC,Andhra Pradesh,Unemployed,396834,No,No
U01205,Vijay Singh,user1205@example.com,9847037960,6949-2492-5178,26,Male,General,Maharashtra,Government Employee,437639,No,Yes
U01206,Suresh Patel,user1206@example.com,9440395100,6006-5263-8084,21,Male,OBC,Andhra Pradesh,Unemployed,336632,No,Yes
U01207,Arun Nair,user1207@example.com,9806498557,5359-7786-3728,41,Female,SC,Telangana,Farmer,81624,Yes,Yes
U01208,Arun Iyer,user1208@example.com,9169798993,6331-4450-1799,63,Female,SC,Kerala,Senior Citizen,318574,Yes,No
U01209,Karthik Sharma,user1209@example.com,9391356177,6183-9688-6281,64,Female,OBC,Telangana,Student,97615,Yes,No
U01210,Karthik Patel,user1210@example.com,9771214497,5823-8667-4652,66,Male,ST,Andhra Pradesh,Senior Citizen,109006,Yes,No
U01211,Arun Das,user1211@example.com,9695292959,3043-9078-6904,64,Female,General,Andhra Pradesh,Student,233806,Yes,Yes
U01212,Rahul Nair,user1212@example.com,9446578571,7076-7176-2188,53,Female,General,Andhra Pradesh,Government Employee,426574,Yes,Yes
U01213,Vijay Nair,user1213@example.com,9513695367,6530-7945-4992,77,Female,SC,Kerala,Government Employee,97041,Yes,Yes
U01214,Ravi Singh,user1214@example.com,9647715009,2790-6287-9995,68,Female,General,Kerala,Private Employee,305597,Yes,Yes
U01215,Rahul Sharma,user1215@example.com,9877152352,9195-5794-1156,40,Female,OBC,Karnataka,Unemployed,382387,No,Yes
U01216,Priya Sharma,user1216@example.com,9627229430,9135-2614-8906,76,Male,General,Andhra Pradesh,Unemployed,302271,No,No
